date,cash_rate,scrape_date
2024-08-01,4.33,2024-08-07
2024-09-01,4.31,2024-08-07
2024-10-01,4.28,2024-08-07
2024-11-01,4.2,2024-08-07
2024-12-01,4.14,2024-08-07
2025-01-01,4.12,2024-08-07
2025-02-01,4.07,2024-08-07
2025-03-01,3.98,2024-08-07
2025-04-01,3.86,2024-08-07
2025-05-01,3.81,2024-08-07
2025-06-01,3.72,2024-08-07
2025-07-01,3.68,2024-08-07
2025-08-01,3.62,2024-08-07
2025-09-01,3.59,2024-08-07
2025-10-01,3.54,2024-08-07
2025-11-01,3.5,2024-08-07
2025-12-01,3.47,2024-08-07
2026-01-01,3.45,2024-08-07
