date,cash_rate,scrape_date
2024-01-01,4.31,2024-01-15
2024-02-01,4.32,2024-01-15
2024-03-01,4.31,2024-01-15
2024-04-01,4.3,2024-01-15
2024-05-01,4.23,2024-01-15
2024-06-01,4.19,2024-01-15
2024-07-01,4.15,2024-01-15
2024-08-01,4.07,2024-01-15
2024-09-01,4.03,2024-01-15
2024-10-01,3.95,2024-01-15
2024-11-01,3.88,2024-01-15
2024-12-01,3.81,2024-01-15
2025-01-01,3.78,2024-01-15
2025-02-01,3.72,2024-01-15
2025-03-01,3.69,2024-01-15
2025-04-01,3.65,2024-01-15
2025-05-01,3.6,2024-01-15
2025-06-01,3.57,2024-01-15
