date,cash_rate,scrape_date
2024-08-01,4.33,2024-08-20
2024-09-01,4.33,2024-08-20
2024-10-01,4.31,2024-08-20
2024-11-01,4.24,2024-08-20
2024-12-01,4.15,2024-08-20
2025-01-01,4.11,2024-08-20
2025-02-01,4.06,2024-08-20
2025-03-01,3.95,2024-08-20
2025-04-01,3.8,2024-08-20
2025-05-01,3.73,2024-08-20
2025-06-01,3.62,2024-08-20
2025-07-01,3.59,2024-08-20
2025-08-01,3.54,2024-08-20
2025-09-01,3.51,2024-08-20
2025-10-01,3.45,2024-08-20
2025-11-01,3.42,2024-08-20
2025-12-01,3.38,2024-08-20
2026-01-01,3.37,2024-08-20
