date,cash_rate,scrape_date
2024-02-01,4.31,2024-02-01
2024-03-01,4.29,2024-02-01
2024-04-01,4.26,2024-02-01
2024-05-01,4.2,2024-02-01
2024-06-01,4.14,2024-02-01
2024-07-01,4.09,2024-02-01
2024-08-01,4,2024-02-01
2024-09-01,3.96,2024-02-01
2024-10-01,3.88,2024-02-01
2024-11-01,3.78,2024-02-01
2024-12-01,3.71,2024-02-01
2025-01-01,3.69,2024-02-01
2025-02-01,3.63,2024-02-01
2025-03-01,3.59,2024-02-01
2025-04-01,3.56,2024-02-01
2025-05-01,3.52,2024-02-01
2025-06-01,3.48,2024-02-01
2025-07-01,3.46,2024-02-01
