date,cash_rate,scrape_date
2022-09-01,2.205,2022-09-13
2022-10-01,2.59,2022-09-13
2022-11-01,2.92,2022-09-13
2022-12-01,3.125,2022-09-13
2023-01-01,3.175,2022-09-13
2023-02-01,3.315,2022-09-13
2023-03-01,3.445,2022-09-13
2023-04-01,3.545,2022-09-13
2023-05-01,3.58,2022-09-13
2023-06-01,3.58,2022-09-13
2023-07-01,3.585,2022-09-13
2023-08-01,3.58,2022-09-13
2023-09-01,3.565,2022-09-13
2023-10-01,3.55,2022-09-13
2023-11-01,3.53,2022-09-13
2023-12-01,3.505,2022-09-13
2024-01-01,3.5,2022-09-13
2024-02-01,3.49,2022-09-13
