date,cash_rate,scrape_date
2026-04-01,4.09,2026-04-17
2026-05-01,4.25,2026-04-17
2026-06-01,4.33,2026-04-17
2026-07-01,4.36,2026-04-17
2026-08-01,4.46,2026-04-17
2026-09-01,4.52,2026-04-17
2026-10-01,4.59,2026-04-17
2026-11-01,4.66,2026-04-17
2026-12-01,4.67,2026-04-17
2027-01-01,4.67,2026-04-17
2027-02-01,4.67,2026-04-17
2027-03-01,4.66,2026-04-17
2027-04-01,4.66,2026-04-17
2027-05-01,4.63,2026-04-17
2027-06-01,4.62,2026-04-17
2027-07-01,4.59,2026-04-17
2027-08-01,4.58,2026-04-17
2027-09-01,4.56,2026-04-17
