date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-08
2024-11-01,4.31,2024-10-08
2024-12-01,4.25,2024-10-08
2025-01-01,4.22,2024-10-08
2025-02-01,4.17,2024-10-08
2025-03-01,4.09,2024-10-08
2025-04-01,3.97,2024-10-08
2025-05-01,3.92,2024-10-08
2025-06-01,3.84,2024-10-08
2025-07-01,3.78,2024-10-08
2025-08-01,3.7,2024-10-08
2025-09-01,3.67,2024-10-08
2025-10-01,3.6,2024-10-08
2025-11-01,3.56,2024-10-08
2025-12-01,3.52,2024-10-08
2026-01-01,3.5,2024-10-08
2026-02-01,3.47,2024-10-08
2026-03-01,3.45,2024-10-08
