date,cash_rate,scrape_date
2023-12-01,4.31,2023-12-19
2024-01-01,4.31,2023-12-19
2024-02-01,4.34,2023-12-19
2024-03-01,4.33,2023-12-19
2024-04-01,4.28,2023-12-19
2024-05-01,4.22,2023-12-19
2024-06-01,4.16,2023-12-19
2024-07-01,4.11,2023-12-19
2024-08-01,4.05,2023-12-19
2024-09-01,4.01,2023-12-19
2024-10-01,3.94,2023-12-19
2024-11-01,3.88,2023-12-19
2024-12-01,3.81,2023-12-19
2025-01-01,3.8,2023-12-19
2025-02-01,3.75,2023-12-19
2025-03-01,3.73,2023-12-19
2025-04-01,3.7,2023-12-19
2025-05-01,3.69,2023-12-19
