date,cash_rate,scrape_date
2025-02-01,4.25,2025-02-11
2025-03-01,4.11,2025-02-11
2025-04-01,4.03,2025-02-11
2025-05-01,3.94,2025-02-11
2025-06-01,3.83,2025-02-11
2025-07-01,3.78,2025-02-11
2025-08-01,3.67,2025-02-11
2025-09-01,3.61,2025-02-11
2025-10-01,3.58,2025-02-11
2025-11-01,3.55,2025-02-11
2025-12-01,3.52,2025-02-11
2026-01-01,3.51,2025-02-11
2026-02-01,3.5,2025-02-11
2026-03-01,3.5,2025-02-11
2026-04-01,3.49,2025-02-11
2026-05-01,3.5,2025-02-11
2026-06-01,3.5,2025-02-11
2026-07-01,3.5,2025-02-11
