date,cash_rate,scrape_date
2025-05-01,4.0,2025-05-16
2025-06-01,3.85,2025-05-16
2025-07-01,3.8,2025-05-16
2025-08-01,3.65,2025-05-16
2025-09-01,3.57,2025-05-16
2025-10-01,3.48,2025-05-16
2025-11-01,3.37,2025-05-16
2025-12-01,3.33,2025-05-16
2026-01-01,3.31,2025-05-16
2026-02-01,3.27,2025-05-16
2026-03-01,3.25,2025-05-16
2026-04-01,3.23,2025-05-16
2026-05-01,3.22,2025-05-16
2026-06-01,3.22,2025-05-16
2026-07-01,3.21,2025-05-16
2026-08-01,3.21,2025-05-16
2026-09-01,3.21,2025-05-16
2026-10-01,3.22,2025-05-16
