date,cash_rate,scrape_date
2024-08-01,4.33,2024-08-15
2024-09-01,4.33,2024-08-15
2024-10-01,4.3,2024-08-15
2024-11-01,4.22,2024-08-15
2024-12-01,4.11,2024-08-15
2025-01-01,4.06,2024-08-15
2025-02-01,4.0,2024-08-15
2025-03-01,3.88,2024-08-15
2025-04-01,3.69,2024-08-15
2025-05-01,3.62,2024-08-15
2025-06-01,3.52,2024-08-15
2025-07-01,3.5,2024-08-15
2025-08-01,3.45,2024-08-15
2025-09-01,3.42,2024-08-15
2025-10-01,3.36,2024-08-15
2025-11-01,3.32,2024-08-15
2025-12-01,3.29,2024-08-15
2026-01-01,3.28,2024-08-15
