date,cash_rate,scrape_date
2025-12-01,3.59,2025-12-09
2026-01-01,3.59,2025-12-09
2026-02-01,3.66,2025-12-09
2026-03-01,3.69,2025-12-09
2026-04-01,3.72,2025-12-09
2026-05-01,3.8,2025-12-09
2026-06-01,3.85,2025-12-09
2026-07-01,3.89,2025-12-09
2026-08-01,3.94,2025-12-09
2026-09-01,3.97,2025-12-09
2026-10-01,4.0,2025-12-09
2026-11-01,4.04,2025-12-09
2026-12-01,4.06,2025-12-09
2027-01-01,4.06,2025-12-09
2027-02-01,4.07,2025-12-09
2027-03-01,4.08,2025-12-09
2027-04-01,4.08,2025-12-09
2027-05-01,4.09,2025-12-09
