date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-24
2024-10-01,4.33,2024-09-24
2024-11-01,4.29,2024-09-24
2024-12-01,4.19,2024-09-24
2025-01-01,4.14,2024-09-24
2025-02-01,4.06,2024-09-24
2025-03-01,3.92,2024-09-24
2025-04-01,3.69,2024-09-24
2025-05-01,3.61,2024-09-24
2025-06-01,3.47,2024-09-24
2025-07-01,3.37,2024-09-24
2025-08-01,3.28,2024-09-24
2025-09-01,3.25,2024-09-24
2025-10-01,3.17,2024-09-24
2025-11-01,3.12,2024-09-24
2025-12-01,3.08,2024-09-24
2026-01-01,3.07,2024-09-24
2026-02-01,3.04,2024-09-24
