date,cash_rate,scrape_date
2023-08-01,4.065,2023-08-16
2023-09-01,4.08,2023-08-16
2023-10-01,4.12,2023-08-16
2023-11-01,4.16500000000001,2023-08-16
2023-12-01,4.2,2023-08-16
2024-01-01,4.205,2023-08-16
2024-02-01,4.23,2023-08-16
2024-03-01,4.23,2023-08-16
2024-04-01,4.22,2023-08-16
2024-05-01,4.22,2023-08-16
2024-06-01,4.205,2023-08-16
2024-07-01,4.185,2023-08-16
2024-08-01,4.16,2023-08-16
2024-09-01,4.14,2023-08-16
2024-10-01,4.11,2023-08-16
2024-11-01,4.06999999999999,2023-08-16
2024-12-01,4.02500000000001,2023-08-16
2025-01-01,4.01000000000001,2023-08-16
