date,cash_rate,scrape_date
2026-03-01,3.96,2026-03-18
2026-04-01,4.09,2026-03-18
2026-05-01,4.22,2026-03-18
2026-06-01,4.27,2026-03-18
2026-07-01,4.31,2026-03-18
2026-08-01,4.38,2026-03-18
2026-09-01,4.42,2026-03-18
2026-10-01,4.48,2026-03-18
2026-11-01,4.53,2026-03-18
2026-12-01,4.54,2026-03-18
2027-01-01,4.54,2026-03-18
2027-02-01,4.53,2026-03-18
2027-03-01,4.53,2026-03-18
2027-04-01,4.52,2026-03-18
2027-05-01,4.49,2026-03-18
2027-06-01,4.47,2026-03-18
2027-07-01,4.45,2026-03-18
2027-08-01,4.43,2026-03-18
