date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-11
2024-10-01,4.32,2024-09-11
2024-11-01,4.28,2024-09-11
2024-12-01,4.18,2024-09-11
2025-01-01,4.14,2024-09-11
2025-02-01,4.06,2024-09-11
2025-03-01,3.93,2024-09-11
2025-04-01,3.71,2024-09-11
2025-05-01,3.62,2024-09-11
2025-06-01,3.48,2024-09-11
2025-07-01,3.42,2024-09-11
2025-08-01,3.35,2024-09-11
2025-09-01,3.32,2024-09-11
2025-10-01,3.25,2024-09-11
2025-11-01,3.21,2024-09-11
2025-12-01,3.17,2024-09-11
2026-01-01,3.16,2024-09-11
2026-02-01,3.12,2024-09-11
