date,cash_rate,scrape_date
2024-06-01,4.32,2024-06-26
2024-07-01,4.32,2024-06-26
2024-08-01,4.41,2024-06-26
2024-09-01,4.44,2024-06-26
2024-10-01,4.45,2024-06-26
2024-11-01,4.47,2024-06-26
2024-12-01,4.47,2024-06-26
2025-01-01,4.46,2024-06-26
2025-02-01,4.44,2024-06-26
2025-03-01,4.41,2024-06-26
2025-04-01,4.34,2024-06-26
2025-05-01,4.31,2024-06-26
2025-06-01,4.28,2024-06-26
2025-07-01,4.24,2024-06-26
2025-08-01,4.19,2024-06-26
2025-09-01,4.16,2024-06-26
2025-10-01,4.11,2024-06-26
2025-11-01,4.08,2024-06-26
