date,cash_rate,scrape_date
2024-11-01,4.33,2024-11-21
2024-12-01,4.33,2024-11-21
2025-01-01,4.31,2024-11-19
2025-02-01,4.31,2024-11-21
2025-03-01,4.27,2024-11-21
2025-04-01,4.22,2024-11-21
2025-05-01,4.19,2024-11-21
2025-06-01,4.12,2024-11-21
2025-07-01,4.08,2024-11-21
2025-08-01,4.02,2024-11-21
2025-09-01,3.98,2024-11-21
2025-10-01,3.89,2024-11-19
2025-11-01,3.84,2024-11-19
2025-12-01,3.81,2024-11-19
2026-01-01,3.8,2024-11-19
2026-02-01,3.76,2024-11-19
2026-03-01,3.75,2024-11-19
2026-04-01,3.73,2024-11-19
