date,cash_rate,scrape_date
2024-12-01,4.33,2024-12-13
2025-01-01,4.33,2024-12-13
2025-02-01,4.28,2024-12-13
2025-03-01,4.2,2024-12-13
2025-04-01,4.11,2024-12-13
2025-05-01,4.03,2024-12-13
2025-06-01,3.92,2024-12-13
2025-07-01,3.84,2024-12-13
2025-08-01,3.76,2024-12-13
2025-09-01,3.72,2024-12-13
2025-10-01,3.69,2024-12-13
2025-11-01,3.64,2024-12-13
2025-12-01,3.6,2024-12-13
2026-01-01,3.59,2024-12-13
2026-02-01,3.56,2024-12-13
2026-03-01,3.54,2024-12-13
2026-04-01,3.53,2024-12-13
2026-05-01,3.51,2024-12-13
