date,cash_rate,scrape_date
2025-04-01,4.08,2025-04-03
2025-05-01,4.0,2025-04-03
2025-06-01,3.85,2025-04-03
2025-07-01,3.76,2025-04-03
2025-08-01,3.59,2025-04-03
2025-09-01,3.5,2025-04-03
2025-10-01,3.42,2025-04-03
2025-11-01,3.29,2025-04-03
2025-12-01,3.25,2025-04-03
2026-01-01,3.23,2025-04-03
2026-02-01,3.19,2025-04-03
2026-03-01,3.17,2025-04-03
2026-04-01,3.15,2025-04-03
2026-05-01,3.14,2025-04-03
2026-06-01,3.14,2025-04-03
2026-07-01,3.14,2025-04-03
2026-08-01,3.14,2025-04-03
2026-09-01,3.14,2025-04-03
