date,cash_rate,scrape_date
2026-01-01,3.59,2026-01-21
2026-02-01,3.66,2026-01-21
2026-03-01,3.68,2026-01-21
2026-04-01,3.69,2026-01-21
2026-05-01,3.78,2026-01-21
2026-06-01,3.81,2026-01-21
2026-07-01,3.82,2026-01-21
2026-08-01,3.87,2026-01-21
2026-09-01,3.9,2026-01-21
2026-10-01,3.93,2026-01-21
2026-11-01,3.97,2026-01-21
2026-12-01,3.98,2026-01-21
2027-01-01,3.99,2026-01-21
2027-02-01,4.0,2026-01-21
2027-03-01,4.02,2026-01-21
2027-04-01,4.03,2026-01-21
2027-05-01,4.03,2026-01-21
2027-06-01,4.05,2026-01-21
