date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-04
2024-11-01,4.24,2024-08-23
2024-12-01,4.14,2024-08-23
2025-01-01,4.09,2024-08-23
2025-02-01,4.03,2024-08-23
2025-03-01,3.92,2024-08-23
2025-04-01,3.76,2024-08-23
2025-05-01,3.69,2024-08-23
2025-06-01,3.58,2024-08-23
2025-07-01,3.56,2024-08-23
2025-08-01,3.5,2024-08-23
2025-09-01,3.47,2024-08-23
2025-10-01,3.42,2024-08-23
2025-11-01,3.38,2024-08-23
2025-12-01,3.34,2024-08-23
2026-01-01,3.33,2024-08-23
2026-02-01,3.29,2024-10-04
2026-03-01,3.28,2024-10-04
