date,cash_rate,scrape_date
2024-06-01,4.31,2024-06-17
2024-07-01,4.31,2024-06-17
2024-08-01,4.31,2024-06-17
2024-09-01,4.31,2024-06-17
2024-10-01,4.3,2024-06-17
2024-11-01,4.24,2024-06-17
2024-12-01,4.19,2024-06-17
2025-01-01,4.18,2024-06-17
2025-02-01,4.14,2024-06-17
2025-03-01,4.09,2024-06-17
2025-04-01,4.03,2024-06-17
2025-05-01,4.0,2024-06-17
2025-06-01,3.96,2024-06-17
2025-07-01,3.92,2024-06-17
2025-08-01,3.87,2024-06-17
2025-09-01,3.84,2024-06-17
2025-10-01,3.81,2024-06-17
2025-11-01,3.78,2024-06-17
