date,cash_rate,scrape_date
2026-03-01,3.88,2026-03-09
2026-04-01,3.92,2026-03-09
2026-05-01,4.08,2026-03-09
2026-06-01,4.14,2026-03-09
2026-07-01,4.19,2026-03-09
2026-08-01,4.28,2026-03-09
2026-09-01,4.35,2026-03-09
2026-10-01,4.39,2026-03-09
2026-11-01,4.45,2026-03-09
2026-12-01,4.47,2026-03-09
2027-01-01,4.47,2026-03-09
2027-02-01,4.48,2026-03-09
2027-03-01,4.48,2026-03-09
2027-04-01,4.48,2026-03-09
2027-05-01,4.48,2026-03-09
2027-06-01,4.48,2026-03-09
2027-07-01,4.47,2026-03-09
2027-08-01,4.47,2026-03-09
